1;ACCESSIBILITY_CASE_PROTO_ID;REQUIREMENT_ID;SUBCONDITION_ID;REST_VARIABLE_ID;CONDITION_TYPE;REST_VALUE;ACCESSIBILITY_CASE_NAMES;ACCESSIBILITY_CASE_TITLE;BITS_QRS;REQUIREMENT_TEXT;EXPLANATION_WHY_NOT;EFFORT_TO_FIX;SHORTCOMING_FI;SHORTCOMING_SV;SHORTCOMING_EN
  [60] SERVICE_POINT.type <> nature_facility;1;40;136;60;I;nature_facility;;;QRS:Q:Q;Jos luontoalueella on esteettömäksi merkitty wc, niin kulkureitillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa loivaa luiskaa myöten, jossa on vähintään toisella puolella käsijohde.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Kulkureitillä esteettömäksi merkittyyn wc:hen on porrasaskelmia, mutta ei luiskaa.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg, men ingen ramp.;The route to the toilet marked as accessible has at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [675] NATURE_SITE.WC.existing = false;1;40;137;675;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [677] NATURE_SITE.WC.marked_as_accessible_wc = false;1;40;138;677;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [685] NATURE_SITE.WC.ROUTE.STEPS.existing = false;1;40;139;685;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [691] NATURE_SITE.WC.ROUTE.RAMP.existing = true;1;40;140;691;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [693] NATURE_SITE.WC.ROUTE.RAMP.steep = false;1;40;140;693;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä esteettömäksi merkittyyn wc:hen on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The route to the toilet marked as accessible has at least one step; a ramp is provided but the incline is steep."
    AND;;;;;;;;;;;;;;;
    [694] NATURE_SITE.WC.ROUTE.RAMP.handrails <> no_handrails;1;40;140;694;I;no_handrails;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;BIG;Kulkureitillä esteettömäksi merkittyyn wc:hen on porrasaskelmia, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg och dessutom en ramp, men rampen är inte försedd med räcke.;"The route to the toilet marked as accessible has at least one step; a ramp is available but with no handrail."
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> nature_facility;1;41;141;60;I;nature_facility;;;QRS:Q:Q;Jos luontoalueella on esteettömäksi merkitty wc, niin sen sisäänkäynnissä ei saa olla ahdasta tuulikaappia.;Sisäänkäynnissä on ahdas tuulikaappi.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on ahdas tuulikaappi.;Det finns ett trångt vindfång vid ingången till byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a cramped foyer in the building that has a toilet marked as accessible.
  OR;;;;;;;;;;;;;;;
  [675] NATURE_SITE.WC.existing = false;1;41;142;675;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [677] NATURE_SITE.WC.marked_as_accessible_wc = false;1;41;143;677;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [698] NATURE_SITE.WC.FOYER.existing = false;1;41;144;698;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [699] NATURE_SITE.WC.FOYER.sufficiently_room_for_wheelchair = true;1;41;145;699;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;42;146;500;I;indoor_facility;;;RS::;Sisätiloissa pitää olla rakennusmääräyskokoelman mukainen esteetön wc, jonka kalusteiden ja seinien välillä on selkeä kontrastiero, ja jonka vähintään 85 cm leveä ovi on helppo avata ja sulkea, ja jossa on tarpeeksi tilaa pyörätuolille, tukikaide seinässä, käsituet wc-istuimen molemmilla puolilla sekä hälytysjärjestelmä, johon yltää wc-istuimelta ja lattialta.;Toimipisteessä ei ole esteetöntä wc:tä.;BIG;Toimipisteessä ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i verksamhetsstället.;The facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [107] INTERIOR.ACCESSIBLE_WC.existing = true;1;42;147;107;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [112] INTERIOR.ACCESSIBLE_WC.sufficiently_room_for_wheelchair = true;1;42;147;112;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa pyörätuolille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa pyörätuolille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rullstol.;The toilet marked as accessible does not have sufficient room for a wheelchair.
    AND;;;;;;;;;;;;;;;
    [113] INTERIOR.ACCESSIBLE_WC.DOOR.width_at_least_850mm = true;1;42;147;113;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [114] INTERIOR.ACCESSIBLE_WC.DOOR.easy_to_open_and_close = true;1;42;147;114;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att öppna och stänga.;The door of the toilet marked as accessible cannot be easily opened and closed.
    AND;;;;;;;;;;;;;;;
    [115] INTERIOR.ACCESSIBLE_WC.handrails_both_sides_of_seat = true;1;42;147;115;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [135] INTERIOR.ACCESSIBLE_WC.WALL_HANDRAILS.existing = true;1;42;147;135;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
    AND;;;;;;;;;;;;;;;
    [116] INTERIOR.ACCESSIBLE_WC.contrast_between_furniture_and_walls = true;1;42;147;116;E;true;;;;;Esteettömäksi merkityn wc:n kalusteiden ja seinän välillä ei ole tarpeeksi kontrastieroa.;BIG;Esteettömäksi merkityn wc:n kalusteiden ja seinän välillä ei ole tarpeeksi kontrastieroa.;Kontrastskillnaden mellan möblerna och väggen är inte tillräckligt tydlig i den toalett som har angetts som tillgänglig.;The contrast between the fixtures and walls in the toilet marked as accessible is insufficient.
    AND;;;;;;;;;;;;;;;
    [117] INTERIOR.ACCESSIBLE_WC.ALARM_SYSTEM.existing = true;1;42;147;117;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole hälytysjärjestelmää.;BIG;Esteettömäksi merkityssä wc:ssä ei ole hälytysjärjestelmää.;Det finns ingen larmanordning i den toalett som har angetts som tillgänglig.;The toilet marked as accessible does not have an alarm system.
    AND;;;;;;;;;;;;;;;
    [118] INTERIOR.ACCESSIBLE_WC.ALARM_SYSTEM.both_at_floor_and_on_seat = true;1;42;147;118;E;true;;;;;Esteettömän wc:n hälytysjärjestelmään pitäisi yltää sekä wc-istuimelta tai lattialta, mutta näin ei ole.;BIG;Esteettömän wc:n hälytysjärjestelmään pitäisi yltää sekä wc-istuimelta tai lattialta, mutta näin ei ole.;Larmanordningen i den tillgängliga toaletten bör kunna nås från både toalettstolen och golvet, men så är inte fallet.;It should be possible to reach the alarm system from the toilet seat or floor but this is not the case.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;43;148;60;I;restaurant_or_cafe;;;QRS:Q:Q;Ravintolan ja kahvilan palvelutiskillä pitää olla 0,75-0,8 metriä korkea osa pyörätuolin käyttäjää varten.;Sopivan korkeaa osaa ei ole.;BIG;Palvelutiskillä ei ole pyörätuolin käyttäjälle sopivaa 0,75-0,8 metriä korkeaa osaa.;Servicedisken har ingen 0,75-0,8 meter hög sektion lämplig för rullstolsanvändare.;The service desk does not have a 0.75-0.8 meter high section suitable for wheelchair users.
  OR;;;;;;;;;;;;;;;
  [304] RESTAURANT.SERVICE_DESK.section_of_750-800mm_height = true;1;43;149;304;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;44;150;60;I;restaurant_or_cafe;;;QRS:Q:Q;Ravintolan ja kahvilan ruokailutilassa pitää olla riittävästi tilaa liikkua pyörätuolilla, normaalikorkuisia pöytiä ja tuoleja sekä pöytiä, joiden ääreen pääsee pyörätuolilla. Joissakin tuoleissa pitää olla käsinojat ja joidenkin tuolien pitää olla siirrettäviä, jotta niihin siirtyminen on helpompaa.;Ruokailutila ei ole kalustettu.;BIG;Ruokailutila ei ole kalustettu.;Matplatsen är inte möblerad.;The dining area is not furnished.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [317] RESTAURANT.DINING_AREA.FURNITURE.existing = true;1;44;151;317;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [312] RESTAURANT.DINING_AREA.sufficiently_room_for_wheelchair = true;1;44;151;312;E;true;;;;;Ruokailutila on pyörätuolille ahdas.;BIG;Ruokailutila on pyörätuolille ahdas.;Matplatsen är trång för en rullstol.;The dining area is cramped for a wheelchair.
    AND;;;;;;;;;;;;;;;
    [319] RESTAURANT.DINING_AREA.FURNITURE.is_movable = true;1;44;151;319;E;true;;;;;Kalusteet eivät ole siirrettäviä.;BIG;Ruokailutilassa ei ole siirrettäviä kalusteita, mikä helpottaisi siirtymistä pöydän ääreen.;Det finns inga flyttbara möbler i matplatsen, vilket skulle göra det lättare att flytta till bordet.;There is no movable furniture in the dining area, which would make it easier to move to the table.
    AND;;;;;;;;;;;;;;;
    [320] RESTAURANT.DINING_AREA.FURNITURE.some_chair_has_armrests = true;1;44;151;320;E;true;;;;;Ei ole käsinojallisia tuoleja.;BIG;Ruokailutilassa ei ole käsinojallisia tuoleja.;Det finns inga stolar med armstöd i matplatsen.;There are no chairs with armrests in the dining area.
    AND;;;;;;;;;;;;;;;
    [321] RESTAURANT.DINING_AREA.FURNITURE.some_chair_normal_height = true;1;44;151;321;E;true;;;;;Ei ole normaalikorkuisia tuoleja.;BIG;Ruokailutilassa ei ole normaalikorkuisia tuoleja.;Det finns inga normalhöjda stolar i matplatsen.;There are no standard height chairs in the dining area.
    AND;;;;;;;;;;;;;;;
    [322] RESTAURANT.DINING_AREA.FURNITURE.some_table_normal_height = true;1;44;151;322;E;true;;;;;Ei ole normaalikorkuista pöytää.;BIG;Ruokailutilassa ei ole normaalikorkuista pöytää.;Det finns inget bord av normal höjd i matplatsen.;There is no standard height table in the dining area.
    AND;;;;;;;;;;;;;;;
    [323] RESTAURANT.DINING_AREA.FURNITURE.some_table_wheelchair_accessible = true;1;44;151;323;E;true;;;;;Ei ole pöytää, jonka ääreen pääsee pyörätuolilla.;BIG;Ruokailutilassa ei ole pöytää, jonka ääreen pääsee pyörätuolilla.;På matplatsen finns inget rullstolsanpassat bord.;There is no wheelchair-accessible table in the dining area.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;45;152;60;I;restaurant_or_cafe;;;QRS:Q:Q;Jos kulku kabinettiin vaatii liikkumista kerrosten välillä, sisätiloissa pitää olla tarjolla hissi, jonka ovi ei ole raskas ja jonka edessä ja sisällä on tilaa pyörätuolille.;Hissiä ei ole, vaikka kulku kabinettiin vaatii liikkumista kerrosten välillä.;BIG;Hissiä ei ole, vaikka kulku kabinettiin vaatii liikkumista kerrosten välillä.;Det finns ingen hiss, trots att tillgång till kabinettet kräver förflyttning mellan våningarna.;There is no lift, although access to the cabinet requires moving between floors.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;1;45;153;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [376] RESTAURANT.CABINET.same_floor_as_restaurant_no_need_for_lift = true;1;45;154;376;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;1;45;155;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [379] RESTAURANT.CABINET.LIFT.same_lift_as_restaurant = true;1;45;155;379;E;true;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;1;45;156;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [381] RESTAURANT.CABINET.LIFT.sufficiently_room_for_wheelchair_inside = true;1;45;156;381;E;true;;;;;Hissin sisällä on liian vähän tilaa pyörätuolille.;BIG;Kulkureitillä kabinettiin on hissi, jonka sisällä on liian vähän tilaa pyörätuolille.;På väg till kabinettet finns en hiss som är för trång för en rullstol.;There is a lift on the way to the cabinet with too little room for a wheelchair inside.
    AND;;;;;;;;;;;;;;;
    [382] RESTAURANT.CABINET.LIFT.sufficiently_room_for_wheelchair_in_front = true;1;45;156;382;E;true;;;;;Hissin edessä on liian vähän tilaa pyörätuolille.;BIG;Kulkureitillä kabinettiin on hissi, jonka edessä on liian vähän tilaa pyörätuolille.;På väg till kabinettet finns en hiss, framför vilken det är för trångt för en rullstol.;There is a lift on the way to the cabinet with too little room for a wheelchair in front.
    AND;;;;;;;;;;;;;;;
    [385] RESTAURANT.CABINET.LIFT.door_opening_method <> is_heavy;1;45;156;385;I;is_heavy;;;;;Hissin ovi on raskas.;BIG;Kulkureitillä kabinettiin on hissi, jonka ovi on raskas.;På väg till kabinettet finns en hiss med en tung dörr.;There is a lift on the way to the cabinet with a heavy door.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;46;157;60;I;restaurant_or_cafe;;;QRS:Q:Q;Kulkureitillä kabinettiin ei saa olla raskaita ovia.;Kulkureitillä on raskas ovi.;BIG;Kulkureitillä kabinettiin on raskas ovi.;På rutten till kabinettet finns en tung dörr.;The route to the cabinet has a heavy door.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;1;46;158;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [395] RESTAURANT.CABINET.DOORS_IN_BETWEEN.existing = false;1;46;159;395;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy;1;46;160;396;I;is_heavy;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy_opens_with_key;1;46;160;396;I;is_heavy_opens_with_key;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy_opens_with_access_control_key;1;46;160;396;I;is_heavy_opens_with_access_control_key;;;;;;;;;
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;47;161;60;I;restaurant_or_cafe;;;QRS:Q:Q;Kulkureitillä kabinettiin ei saa olla yli 2 cm korkeaa kynnystä.;Yli 2 cm korkea kynnys on.;BIG;Kulkureitillä kabinettiin on yli 2 cm korkeita kynnyksiä.;På väg till kabinettet finns över 2 cm höga trösklar.;On the way to the cabinet there are thresholds over 2 cm high.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;1;47;162;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [399] RESTAURANT.CABINET.THRESHOLD.height <> over_20mm;1;47;163;399;I;over_20mm;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;48;164;60;I;restaurant_or_cafe;;;QRS:Q:Q;Kulkureitillä kabinettiin ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa joko tasonostimen tai pyörätuolinostimen avulla tai loivaa luiskaa myöten, jossa on vähintään toisella puolella käsijohde.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Kulkureitillä kabinettiin on porrasaskelmia, mutta ei luiskaa.;På väg till kabinettet finns minst ett trappsteg, men ingen ramp.;There is at least one step on the way to the cabinet but no ramp.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;1;48;165;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [401] RESTAURANT.CABINET.STEPS.existing = false;1;48;166;401;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [407] RESTAURANT.CABINET.RAMP.existing = true;1;48;167;407;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [409] RESTAURANT.CABINET.RAMP.steep = false;1;48;167;409;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä kabinettiin on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På väg till kabinettet finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"There is at least one step on the way to the cabinet; a ramp is provided but the incline is steep."
    AND;;;;;;;;;;;;;;;
    [411] RESTAURANT.CABINET.RAMP.handrails <> no_handrails;1;48;167;411;I;no_handrails;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;BIG;Kulkureitillä kabinettiin on porrasaskelmia, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;På väg till kabinettet finns minst ett trappsteg och dessutom en ramp, men rampen är inte försedd med räcke.;"There is at least one step on the way to the cabinet; a ramp is available but with no handrail."
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [412] RESTAURANT.CABINET.level_lift = true;1;48;168;412;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [413] RESTAURANT.CABINET.wheelchair_lift = true;1;48;169;413;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;1;49;170;60;I;restaurant_or_cafe;;;QRS:Q:Q;Kabinetin ovi ei saa olla raskas eikä siinä saa olla yli 2 cm korkeaa kynnystä. Kabinetissa pitää olla riittävästi tilaa pyörätuolille, normaalikorkuisia pöytiä ja tuoleja sekä pöytiä, joiden ääreen pääsee pyörätuolilla. Joissakin tuoleissa pitää olla käsinojat ja joidenkin tuolien pitää olla siirrettäviä, jotta niihin siirtyminen on helpompaa.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;1;49;171;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [417] RESTAURANT.CABINET.DOOR.opening_method <> is_heavy;1;49;172;417;I;is_heavy;;;;;Kabinetin ovi on raskas.;BIG;Kabinetin ovi on raskas.;Kabinettets dörr är tung.;The cabinet has a heavy door.
    AND;;;;;;;;;;;;;;;
    [418] RESTAURANT.CABINET.DOOR.THRESHOLD.height <> over_20mm;1;49;172;418;I;over_20mm;;;;;Yli 2 cm korkea kynnys on.;BIG;Kabinetin ovessa on yli 2 cm korkea kynnys.;Vid kabinettets dörr finns en över 2 cm hög tröskel.;The cabinet door has a threshold over 2 cm high.
    AND;;;;;;;;;;;;;;;
    [426] RESTAURANT.CABINET.FURNITURE.existing = true;1;49;172;426;E;true;;;;;Kabinetti ei ole kalustettu.;BIG;Kabinetti ei ole kalustettu.;Kabinettet är inte möblerad.;The cabinet is not furnished.
    AND;;;;;;;;;;;;;;;
    [422] RESTAURANT.CABINET.sufficiently_room_for_wheelchair = true;1;49;172;422;E;true;;;;;Kabinetti on pyörätuolille ahdas.;BIG;Kabinetti on pyörätuolille ahdas.;Kabinettet är trång för en rullstol.;The cabinet is cramped for a wheelchair.
    AND;;;;;;;;;;;;;;;
    [428] RESTAURANT.CABINET.FURNITURE.is_movable = true;1;49;172;428;E;true;;;;;Kalusteet eivät ole siirrettäviä.;BIG;Kabinetissa ei ole siirrettäviä kalusteita, mikä helpottaisi siirtymistä pöydän ääreen.;Det finns inga flyttbara möbler i kabinettet, vilket skulle göra det lättare att flytta till bordet.;There is no movable furniture in the cabinet, which would make it easier to move to the table.
    AND;;;;;;;;;;;;;;;
    [429] RESTAURANT.CABINET.FURNITURE.some_chair_has_armrests = true;1;49;172;429;E;true;;;;;Ei ole käsinojallisia tuoleja.;BIG;Kabinetissa ei ole käsinojallisia tuoleja.;Det finns inga stolar med armstöd i kabinettet.;There are no chairs with armrests in the cabinet.
    AND;;;;;;;;;;;;;;;
    [430] RESTAURANT.CABINET.FURNITURE.some_chair_normal_height = true;1;49;172;430;E;true;;;;;Ei ole normaalikorkuisia tuoleja.;BIG;Kabinetissa ei ole normaalikorkuisia tuoleja.;Det finns inga normalhöjda stolar i kabinettet.;There are no standard height chairs in the cabinet.
    AND;;;;;;;;;;;;;;;
    [431] RESTAURANT.CABINET.FURNITURE.some_table_normal_height = true;1;49;172;431;E;true;;;;;Ei ole normaalikorkuista pöytää.;BIG;Kabinetissa ei ole normaalikorkuista pöytää.;Det finns inget bord av normal höjd i kabinettet.;There is no standard height table in the cabinet.
